State_Or_UT,Years,Cause,Male_upto_14_years,Male_15_to_29_years,Male_30_to_44_years,Male_45_to_59_years,Male_above_60_years,Total_Male,Female_upto_14_years,Female_15_to_29_years,Female_30_to_44_years,Female_45_to_59_years,Female_above_60_years,Total_Female,Grand_Total,Age_upto_14_years,Age_15_to_29_years,Age_30_to_44_years,Age_45_to_59_years,Age_above_60_years
SIKKIM,2010,Total,21,98,71,30,15,235,0,13,19,10,3,45,280,21,111,90,40,18
SIKKIM,2010,Total Illness,0,15,19,6,1,41,0,4,2,4,1,11,52,0,19,21,10,2
SIKKIM,2011,Bankruptcy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Drug Abuse/Addiction,0,6,3,1,0,10,0,0,0,0,0,0,10,0,6,3,1,0
SIKKIM,2011,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Family Problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2011,Causes Not known,4,30,30,22,1,87,0,29,20,18,3,70,157,4,59,50,40,4
SIKKIM,2011,Other Causes,0,4,3,2,1,10,2,3,2,0,0,7,17,2,7,5,2,1
SIKKIM,2011,Total,4,40,36,25,2,107,2,32,22,18,3,77,184,6,72,58,43,5
SIKKIM,2011,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Bankruptcy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Insanity/Mental Illness,0,8,2,7,3,20,0,7,7,5,0,19,39,0,15,9,12,3
SIKKIM,2012,Other Prolonged Illness,0,0,0,0,2,2,0,0,4,0,0,4,6,0,0,4,0,2
SIKKIM,2012,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Drug Abuse/Addiction,0,7,8,0,0,15,0,5,7,1,0,13,28,0,12,15,1,0
SIKKIM,2012,Failure in Examination,0,0,0,0,0,0,2,3,0,0,0,5,5,2,3,0,0,0
SIKKIM,2012,Fall in Social Reputation,0,5,8,7,3,23,0,10,7,2,0,19,42,0,15,15,9,3
SIKKIM,2012,Family Problems,5,8,7,3,2,25,0,2,2,0,5,9,34,5,10,9,3,7
SIKKIM,2012,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,2,0,0,3,3,0,1,2,0,0
SIKKIM,2012,Love Affairs,0,5,0,0,0,5,2,7,0,0,0,9,14,2,12,0,0,0
SIKKIM,2012,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Causes Not known,0,2,1,3,0,6,2,0,1,1,0,4,10,2,2,2,4,0
SIKKIM,2012,Other Causes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,2012,Total,5,35,26,20,10,96,6,35,30,9,5,85,181,11,70,56,29,15
SIKKIM,2012,Total Illness,0,8,2,7,5,22,0,7,11,5,0,23,45,0,15,13,12,5
TAMIL NADU,2001,Bankruptcy,0,21,27,26,8,82,2,7,3,2,4,18,100,2,28,30,28,12
TAMIL NADU,2001,Suspected/Illicit Relation,0,12,23,6,0,41,0,16,21,2,0,39,80,0,28,44,8,0
TAMIL NADU,2001,Cancellation/Non-Settlement of Marriage,0,27,1,0,0,28,0,18,3,1,0,22,50,0,45,4,1,0
TAMIL NADU,2001,Infertility,0,1,8,1,0,10,0,6,18,1,0,25,35,0,7,26,2,0
TAMIL NADU,2001,Illness (Aids/STD),0,1,4,1,1,7,0,4,1,1,0,6,13,0,5,5,2,1
TAMIL NADU,2001,Cancer,0,2,1,4,2,9,0,1,2,3,1,7,16,0,3,3,7,3
TAMIL NADU,2001,Paralysis,0,0,4,5,0,9,0,1,1,0,1,3,12,0,1,5,5,1
TAMIL NADU,2001,Insanity/Mental Illness,2,37,47,54,46,186,3,27,48,35,15,128,314,5,64,95,89,61
TAMIL NADU,2001,Other Prolonged Illness,10,396,579,516,149,1650,5,354,335,142,72,908,2558,15,750,914,658,221
TAMIL NADU,2001,Death of Dear Person,0,7,24,11,3,45,2,4,9,8,0,23,68,2,11,33,19,3
TAMIL NADU,2001,Dowry Dispute,0,4,5,0,0,9,0,77,29,2,0,108,117,0,81,34,2,0
TAMIL NADU,2001,Divorce,0,0,9,1,0,10,0,22,9,0,0,31,41,0,22,18,1,0
TAMIL NADU,2001,Drug Abuse/Addiction,0,15,29,15,0,59,0,2,1,2,1,6,65,0,17,30,17,1
TAMIL NADU,2001,Failure in Examination,17,76,7,0,0,100,19,64,5,0,0,88,188,36,140,12,0,0
TAMIL NADU,2001,Fall in Social Reputation,0,22,33,11,3,69,2,24,23,4,0,53,122,2,46,56,15,3
TAMIL NADU,2001,Family Problems,22,650,765,401,118,1956,22,540,414,185,51,1212,3168,44,1190,1179,586,169
TAMIL NADU,2001,Ideological Causes/Hero Worshipping,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
TAMIL NADU,2001,Illegitimate Pregnancy,0,0,0,0,0,0,0,13,12,0,0,25,25,0,13,12,0,0
TAMIL NADU,2001,Love Affairs,10,161,56,3,0,230,2,115,52,9,0,178,408,12,276,108,12,0
TAMIL NADU,2001,"Physical Abuse (Rape,Incest Etc.)",0,2,1,0,0,3,0,1,0,0,0,1,4,0,3,1,0,0
TAMIL NADU,2001,Poverty,3,64,184,71,24,346,4,37,73,48,4,166,512,7,101,257,119,28
TAMIL NADU,2001,Professional/Career Problem,0,10,17,5,2,34,0,2,2,0,0,4,38,0,12,19,5,2
TAMIL NADU,2001,Property Dispute,2,19,35,14,1,71,1,7,10,5,2,25,96,3,26,45,19,3
TAMIL NADU,2001,Unemployment,2,102,106,61,0,271,0,10,24,10,2,46,317,2,112,130,71,2
TAMIL NADU,2001,Causes Not known,35,202,309,229,61,836,40,104,159,112,26,441,1277,75,306,468,341,87
TAMIL NADU,2001,Other Causes,43,284,407,238,94,1066,43,246,190,86,34,599,1665,86,530,597,324,128
TAMIL NADU,2001,Total,146,2115,2682,1673,512,7128,145,1702,1444,658,213,4162,11290,291,3817,4126,2331,725
TAMIL NADU,2001,Total Illness,12,436,635,580,198,1861,8,387,387,181,89,1052,2913,20,823,1022,761,287
TAMIL NADU,2002,Bankruptcy,0,17,42,39,4,102,2,14,11,5,2,34,136,2,31,53,44,6
TAMIL NADU,2002,Suspected/Illicit Relation,0,7,26,6,2,41,0,23,21,11,2,57,98,0,30,47,17,4
TAMIL NADU,2002,Cancellation/Non-Settlement of Marriage,0,26,12,1,0,39,0,37,9,0,0,46,85,0,63,21,1,0
TAMIL NADU,2002,Infertility,0,11,9,3,0,23,0,28,20,7,0,55,78,0,39,29,10,0
TAMIL NADU,2002,Illness (Aids/STD),0,2,0,1,0,3,0,1,1,1,0,3,6,0,3,1,2,0
TAMIL NADU,2002,Cancer,0,0,0,3,2,5,0,0,3,5,8,16,21,0,0,3,8,10
TAMIL NADU,2002,Paralysis,0,13,13,8,4,38,0,21,7,3,0,31,69,0,34,20,11,4
TAMIL NADU,2002,Insanity/Mental Illness,1,53,83,60,20,217,0,51,59,28,11,149,366,1,104,142,88,31
TAMIL NADU,2002,Other Prolonged Illness,6,391,633,546,135,1711,7,338,316,170,66,897,2608,13,729,949,716,201
TAMIL NADU,2002,Death of Dear Person,0,3,8,3,0,14,0,8,5,3,0,16,30,0,11,13,6,0
TAMIL NADU,2002,Dowry Dispute,0,0,0,0,0,0,1,85,23,4,0,113,113,1,85,23,4,0
TAMIL NADU,2002,Divorce,0,0,9,4,0,13,0,11,15,10,0,36,49,0,11,24,14,0
TAMIL NADU,2002,Drug Abuse/Addiction,1,25,37,20,2,85,0,13,10,10,6,39,124,1,38,47,30,8
TAMIL NADU,2002,Failure in Examination,10,97,19,0,0,126,16,85,15,0,0,116,242,26,182,34,0,0
TAMIL NADU,2002,Fall in Social Reputation,0,10,16,7,1,34,0,3,12,4,1,20,54,0,13,28,11,2
TAMIL NADU,2002,Family Problems,19,588,771,493,151,2022,36,571,432,215,69,1323,3345,55,1159,1203,708,220
TAMIL NADU,2002,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2002,Illegitimate Pregnancy,0,0,0,0,0,0,0,9,7,0,0,16,16,0,9,7,0,0
TAMIL NADU,2002,Love Affairs,1,123,46,13,1,184,3,127,29,9,0,168,352,4,250,75,22,1
TAMIL NADU,2002,"Physical Abuse (Rape,Incest Etc.)",0,18,11,9,2,40,11,11,8,6,4,40,80,11,29,19,15,6
TAMIL NADU,2002,Poverty,1,32,39,32,10,114,0,26,10,9,3,48,162,1,58,49,41,13
TAMIL NADU,2002,Professional/Career Problem,0,11,26,7,2,46,2,42,17,6,4,71,117,2,53,43,13,6
TAMIL NADU,2002,Property Dispute,0,7,26,29,4,66,0,7,17,19,2,45,111,0,14,43,48,6
TAMIL NADU,2002,Unemployment,0,87,68,26,1,182,0,17,14,13,0,44,226,0,104,82,39,1
TAMIL NADU,2002,Causes Not known,12,135,178,181,73,579,13,70,95,43,23,244,823,25,205,273,224,96
TAMIL NADU,2002,Other Causes,48,337,480,305,129,1299,54,261,162,126,31,634,1933,102,598,642,431,160
TAMIL NADU,2002,Total,99,1993,2552,1796,543,6983,145,1859,1318,707,232,4261,11244,244,3852,3870,2503,775
TAMIL NADU,2002,Total Illness,7,459,729,618,161,1974,7,411,386,207,85,1096,3070,14,870,1115,825,246
TAMIL NADU,2003,Bankruptcy,0,27,110,64,20,221,2,13,22,9,4,50,271,2,40,132,73,24
TAMIL NADU,2003,Suspected/Illicit Relation,0,34,23,13,1,71,0,39,37,9,1,86,157,0,73,60,22,2
TAMIL NADU,2003,Cancellation/Non-Settlement of Marriage,0,26,17,0,0,43,0,35,13,4,0,52,95,0,61,30,4,0
TAMIL NADU,2003,Infertility,0,12,30,12,0,54,0,23,37,11,0,71,125,0,35,67,23,0
TAMIL NADU,2003,Illness (Aids/STD),0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
TAMIL NADU,2003,Cancer,0,0,4,4,1,9,0,0,0,4,1,5,14,0,0,4,8,2
TAMIL NADU,2003,Paralysis,0,9,16,15,9,49,1,11,8,7,1,28,77,1,20,24,22,10
TAMIL NADU,2003,Insanity/Mental Illness,4,64,69,47,22,206,9,58,53,37,19,176,382,13,122,122,84,41
TAMIL NADU,2003,Other Prolonged Illness,23,326,422,381,138,1290,8,294,310,190,88,890,2180,31,620,732,571,226
TAMIL NADU,2003,Death of Dear Person,1,26,19,11,1,58,3,19,7,1,1,31,89,4,45,26,12,2
TAMIL NADU,2003,Dowry Dispute,0,1,0,0,1,2,0,101,72,16,0,189,191,0,102,72,16,1
TAMIL NADU,2003,Divorce,0,0,4,0,0,4,0,5,21,0,0,26,30,0,5,25,0,0
TAMIL NADU,2003,Drug Abuse/Addiction,1,18,40,16,2,77,0,3,5,0,0,8,85,1,21,45,16,2
TAMIL NADU,2003,Failure in Examination,22,74,15,0,0,111,17,55,14,0,0,86,197,39,129,29,0,0
TAMIL NADU,2003,Fall in Social Reputation,0,13,22,22,0,57,0,5,8,1,1,15,72,0,18,30,23,1
TAMIL NADU,2003,Family Problems,26,490,700,523,148,1887,35,533,419,267,73,1327,3214,61,1023,1119,790,221
TAMIL NADU,2003,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2003,Illegitimate Pregnancy,0,0,0,0,0,0,0,26,0,0,0,26,26,0,26,0,0,0
TAMIL NADU,2003,Love Affairs,7,161,60,26,0,254,15,166,61,13,0,255,509,22,327,121,39,0
TAMIL NADU,2003,"Physical Abuse (Rape,Incest Etc.)",0,5,15,13,2,35,4,3,6,5,0,18,53,4,8,21,18,2
TAMIL NADU,2003,Poverty,1,64,80,86,34,265,0,36,53,33,21,143,408,1,100,133,119,55
TAMIL NADU,2003,Professional/Career Problem,1,45,79,44,5,174,0,7,17,8,0,32,206,1,52,96,52,5
TAMIL NADU,2003,Property Dispute,0,9,37,56,19,121,0,17,22,19,4,62,183,0,26,59,75,23
TAMIL NADU,2003,Unemployment,0,116,114,47,5,282,2,46,44,28,0,120,402,2,162,158,75,5
TAMIL NADU,2003,Causes Not known,37,294,419,257,189,1196,30,147,203,190,51,621,1817,67,441,622,447,240
TAMIL NADU,2003,Other Causes,14,151,222,204,96,687,40,102,145,74,40,401,1088,54,253,367,278,136
TAMIL NADU,2003,Total,137,1965,2518,1841,693,7154,166,1744,1577,926,305,4718,11872,303,3709,4095,2767,998
TAMIL NADU,2003,Total Illness,27,399,512,447,170,1555,18,363,371,238,109,1099,2654,45,762,883,685,279
TAMIL NADU,2004,Bankruptcy,2,23,54,59,11,149,1,7,16,12,0,36,185,3,30,70,71,11
TAMIL NADU,2004,Suspected/Illicit Relation,0,10,12,2,0,24,0,19,32,9,0,60,84,0,29,44,11,0
TAMIL NADU,2004,Cancellation/Non-Settlement of Marriage,0,15,19,5,0,39,0,35,10,0,0,45,84,0,50,29,5,0
TAMIL NADU,2004,Infertility,0,2,9,7,0,18,0,8,23,6,0,37,55,0,10,32,13,0
TAMIL NADU,2004,Illness (Aids/STD),0,7,7,1,0,15,0,0,2,2,2,6,21,0,7,9,3,2
TAMIL NADU,2004,Cancer,0,3,6,16,1,26,0,1,2,7,3,13,39,0,4,8,23,4
TAMIL NADU,2004,Paralysis,2,7,15,18,7,49,2,22,9,7,5,45,94,4,29,24,25,12
TAMIL NADU,2004,Insanity/Mental Illness,10,105,80,63,34,292,14,55,44,50,8,171,463,24,160,124,113,42
TAMIL NADU,2004,Other Prolonged Illness,20,326,550,487,212,1595,34,224,244,226,101,829,2424,54,550,794,713,313
TAMIL NADU,2004,Death of Dear Person,0,13,13,10,0,36,0,19,7,6,0,32,68,0,32,20,16,0
TAMIL NADU,2004,Dowry Dispute,0,0,0,0,0,0,0,92,38,0,0,130,130,0,92,38,0,0
TAMIL NADU,2004,Divorce,0,2,7,5,0,14,0,16,14,5,0,35,49,0,18,21,10,0
TAMIL NADU,2004,Drug Abuse/Addiction,0,11,42,15,6,74,0,3,10,2,0,15,89,0,14,52,17,6
TAMIL NADU,2004,Failure in Examination,41,135,67,2,0,245,23,104,35,0,0,162,407,64,239,102,2,0
TAMIL NADU,2004,Fall in Social Reputation,0,2,0,5,1,8,0,0,0,1,0,1,9,0,2,0,6,1
TAMIL NADU,2004,Family Problems,19,547,887,746,201,2400,32,621,554,357,96,1660,4060,51,1168,1441,1103,297
TAMIL NADU,2004,Ideological Causes/Hero Worshipping,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,1
TAMIL NADU,2004,Illegitimate Pregnancy,0,0,0,0,0,0,0,5,3,0,0,8,8,0,5,3,0,0
TAMIL NADU,2004,Love Affairs,6,211,111,6,1,335,11,178,99,11,0,299,634,17,389,210,17,1
TAMIL NADU,2004,"Physical Abuse (Rape,Incest Etc.)",0,20,15,0,0,35,0,1,1,0,0,2,37,0,21,16,0,0
TAMIL NADU,2004,Poverty,0,58,95,56,18,227,3,38,44,43,14,142,369,3,96,139,99,32
TAMIL NADU,2004,Professional/Career Problem,0,33,45,45,2,125,0,8,10,10,0,28,153,0,41,55,55,2
TAMIL NADU,2004,Property Dispute,14,24,63,85,17,203,0,31,46,44,6,127,330,14,55,109,129,23
TAMIL NADU,2004,Unemployment,0,123,130,55,1,309,0,47,54,32,1,134,443,0,170,184,87,2
TAMIL NADU,2004,Causes Not known,22,127,208,198,150,705,27,102,113,107,38,387,1092,49,229,321,305,188
TAMIL NADU,2004,Other Causes,54,216,317,284,150,1021,29,178,145,84,53,489,1510,83,394,462,368,203
TAMIL NADU,2004,Total,190,2020,2753,2170,813,7946,176,1814,1555,1021,327,4893,12839,366,3834,4308,3191,1140
TAMIL NADU,2004,Total Illness,32,448,658,585,254,1977,50,302,301,292,119,1064,3041,82,750,959,877,373
TAMIL NADU,2005,Bankruptcy,5,22,30,26,4,87,0,7,8,9,2,26,113,5,29,38,35,6
TAMIL NADU,2005,Suspected/Illicit Relation,0,14,26,7,3,50,12,39,18,1,0,70,120,12,53,44,8,3
TAMIL NADU,2005,Cancellation/Non-Settlement of Marriage,0,26,14,10,0,50,0,19,11,0,0,30,80,0,45,25,10,0
TAMIL NADU,2005,Infertility,0,0,18,2,0,20,0,10,29,18,0,57,77,0,10,47,20,0
TAMIL NADU,2005,Illness (Aids/STD),0,4,4,2,0,10,0,2,2,1,0,5,15,0,6,6,3,0
TAMIL NADU,2005,Cancer,0,2,3,8,2,15,0,3,1,4,0,8,23,0,5,4,12,2
TAMIL NADU,2005,Paralysis,3,20,22,9,8,62,1,15,9,6,4,35,97,4,35,31,15,12
TAMIL NADU,2005,Insanity/Mental Illness,2,53,66,31,14,166,2,53,44,30,10,139,305,4,106,110,61,24
TAMIL NADU,2005,Other Prolonged Illness,7,344,473,425,180,1429,10,246,144,141,66,607,2036,17,590,617,566,246
TAMIL NADU,2005,Death of Dear Person,0,5,7,16,0,28,1,10,20,4,0,35,63,1,15,27,20,0
TAMIL NADU,2005,Dowry Dispute,0,0,1,2,0,3,0,39,36,0,0,75,78,0,39,37,2,0
TAMIL NADU,2005,Divorce,0,2,2,1,0,5,0,9,20,8,0,37,42,0,11,22,9,0
TAMIL NADU,2005,Drug Abuse/Addiction,0,17,27,19,3,66,0,9,6,1,1,17,83,0,26,33,20,4
TAMIL NADU,2005,Failure in Examination,20,93,36,10,0,159,54,80,16,5,0,155,314,74,173,52,15,0
TAMIL NADU,2005,Fall in Social Reputation,4,11,14,8,0,37,1,13,3,2,0,19,56,5,24,17,10,0
TAMIL NADU,2005,Family Problems,6,585,861,699,168,2319,22,601,453,301,126,1503,3822,28,1186,1314,1000,294
TAMIL NADU,2005,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2005,Illegitimate Pregnancy,0,0,0,0,0,0,2,3,1,0,0,6,6,2,3,1,0,0
TAMIL NADU,2005,Love Affairs,10,163,36,4,4,217,8,143,40,0,0,191,408,18,306,76,4,4
TAMIL NADU,2005,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,1,0
TAMIL NADU,2005,Poverty,0,55,105,67,16,243,0,33,45,17,13,108,351,0,88,150,84,29
TAMIL NADU,2005,Professional/Career Problem,0,8,6,6,1,21,1,2,4,0,0,7,28,1,10,10,6,1
TAMIL NADU,2005,Property Dispute,0,20,45,45,6,116,0,12,26,25,1,64,180,0,32,71,70,7
TAMIL NADU,2005,Unemployment,0,111,139,51,0,301,2,28,44,15,1,90,391,2,139,183,66,1
TAMIL NADU,2005,Causes Not known,5,92,204,155,126,582,21,102,125,125,56,429,1011,26,194,329,280,182
TAMIL NADU,2005,Other Causes,85,319,568,364,185,1521,34,257,260,209,94,854,2375,119,576,828,573,279
TAMIL NADU,2005,Total,147,1966,2707,1967,720,7507,172,1735,1365,923,374,4569,12076,319,3701,4072,2890,1094
TAMIL NADU,2005,Total Illness,12,423,568,475,204,1682,13,319,200,182,80,794,2476,25,742,768,657,284
TAMIL NADU,2006,Bankruptcy,0,11,37,47,13,108,0,3,12,5,0,20,128,0,14,49,52,13
TAMIL NADU,2006,Suspected/Illicit Relation,0,0,33,14,0,47,0,40,42,2,0,84,131,0,40,75,16,0
TAMIL NADU,2006,Cancellation/Non-Settlement of Marriage,0,11,25,0,0,36,0,44,9,0,0,53,89,0,55,34,0,0
TAMIL NADU,2006,Infertility,0,0,30,0,0,30,0,21,35,0,0,56,86,0,21,65,0,0
TAMIL NADU,2006,Illness (Aids/STD),0,2,4,2,1,9,0,0,1,0,0,1,10,0,2,5,2,1
TAMIL NADU,2006,Cancer,0,0,7,9,3,19,0,2,2,3,2,9,28,0,2,9,12,5
TAMIL NADU,2006,Paralysis,0,12,18,14,19,63,0,11,8,7,9,35,98,0,23,26,21,28
TAMIL NADU,2006,Insanity/Mental Illness,0,55,71,35,19,180,3,31,41,34,9,118,298,3,86,112,69,28
TAMIL NADU,2006,Other Prolonged Illness,0,345,533,420,159,1457,18,379,352,168,71,988,2445,18,724,885,588,230
TAMIL NADU,2006,Death of Dear Person,0,18,19,15,0,52,0,11,13,7,0,31,83,0,29,32,22,0
TAMIL NADU,2006,Dowry Dispute,0,0,0,0,0,0,0,63,29,0,0,92,92,0,63,29,0,0
TAMIL NADU,2006,Divorce,0,0,41,13,0,54,0,13,14,9,0,36,90,0,13,55,22,0
TAMIL NADU,2006,Drug Abuse/Addiction,0,34,68,27,6,135,0,18,9,2,3,32,167,0,52,77,29,9
TAMIL NADU,2006,Failure in Examination,26,65,8,0,0,99,36,84,7,0,0,127,226,62,149,15,0,0
TAMIL NADU,2006,Fall in Social Reputation,0,53,62,32,12,159,0,67,36,20,9,132,291,0,120,98,52,21
TAMIL NADU,2006,Family Problems,0,461,910,680,261,2312,0,564,566,349,96,1575,3887,0,1025,1476,1029,357
TAMIL NADU,2006,Ideological Causes/Hero Worshipping,0,27,46,24,5,102,0,41,21,7,1,70,172,0,68,67,31,6
TAMIL NADU,2006,Illegitimate Pregnancy,0,0,0,0,0,0,0,14,2,0,0,16,16,0,14,2,0,0
TAMIL NADU,2006,Love Affairs,0,173,23,0,0,196,0,171,29,0,0,200,396,0,344,52,0,0
TAMIL NADU,2006,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,11,2,0,0,13,13,0,11,2,0,0
TAMIL NADU,2006,Poverty,0,10,47,23,9,89,0,9,27,17,5,58,147,0,19,74,40,14
